repo_full,org,repo,month,change_requests,change_request_response_time,change_request_resolution_duration
rails/rails,rails,rails,2023-03,199.0,,
rancher/rancher,rancher,rancher,2015-01,6.0,,
rancher/rancher,rancher,rancher,2015-02,8.0,,
rancher/rancher,rancher,rancher,2015-03,15.0,,
rancher/rancher,rancher,rancher,2015-04,13.0,,
rancher/rancher,rancher,rancher,2015-05,18.0,,
rancher/rancher,rancher,rancher,2015-06,48.0,,
rancher/rancher,rancher,rancher,2015-07,16.0,,
rancher/rancher,rancher,rancher,2015-08,7.0,,
rancher/rancher,rancher,rancher,2015-09,9.0,,
rancher/rancher,rancher,rancher,2015-10,10.0,,
rancher/rancher,rancher,rancher,2015-12,4.0,,
rancher/rancher,rancher,rancher,2016-01,3.0,,
rancher/rancher,rancher,rancher,2016-02,8.0,,
rancher/rancher,rancher,rancher,2016-03,7.0,,
rancher/rancher,rancher,rancher,2016-04,6.0,,
rancher/rancher,rancher,rancher,2016-05,5.0,,
rancher/rancher,rancher,rancher,2016-06,3.0,,
rancher/rancher,rancher,rancher,2016-07,2.0,,
rancher/rancher,rancher,rancher,2016-08,4.0,,
rancher/rancher,rancher,rancher,2016-09,1.0,,
rancher/rancher,rancher,rancher,2016-10,4.0,,
rancher/rancher,rancher,rancher,2016-11,6.0,,
rancher/rancher,rancher,rancher,2016-12,14.0,,
rancher/rancher,rancher,rancher,2017-01,10.0,,
rancher/rancher,rancher,rancher,2017-02,4.0,,
rancher/rancher,rancher,rancher,2017-03,7.0,,
rancher/rancher,rancher,rancher,2017-04,8.0,,
rancher/rancher,rancher,rancher,2017-05,7.0,,
rancher/rancher,rancher,rancher,2017-06,7.0,,
rancher/rancher,rancher,rancher,2017-07,8.0,,
rancher/rancher,rancher,rancher,2017-08,5.0,,
rancher/rancher,rancher,rancher,2017-09,5.0,,
rancher/rancher,rancher,rancher,2017-10,6.0,,
rancher/rancher,rancher,rancher,2017-11,1.0,,
rancher/rancher,rancher,rancher,2017-12,31.0,,
rancher/rancher,rancher,rancher,2018-01,91.0,,
rancher/rancher,rancher,rancher,2018-02,148.0,,
rancher/rancher,rancher,rancher,2018-03,185.0,,
rancher/rancher,rancher,rancher,2018-04,179.0,,
rancher/rancher,rancher,rancher,2018-05,98.0,,
rancher/rancher,rancher,rancher,2018-06,113.0,,
rancher/rancher,rancher,rancher,2018-07,106.0,,
rancher/rancher,rancher,rancher,2018-08,102.0,,
rancher/rancher,rancher,rancher,2018-09,112.0,,
rancher/rancher,rancher,rancher,2018-10,86.0,,
rancher/rancher,rancher,rancher,2018-11,64.0,,
rancher/rancher,rancher,rancher,2018-12,75.0,,
rancher/rancher,rancher,rancher,2019-01,109.0,,
rancher/rancher,rancher,rancher,2019-02,197.0,,
rancher/rancher,rancher,rancher,2019-03,188.0,,
rancher/rancher,rancher,rancher,2019-04,164.0,,
rancher/rancher,rancher,rancher,2019-05,214.0,,
rancher/rancher,rancher,rancher,2019-06,176.0,,
rancher/rancher,rancher,rancher,2019-07,177.0,,
rancher/rancher,rancher,rancher,2019-08,219.0,,
rancher/rancher,rancher,rancher,2019-09,153.0,,
rancher/rancher,rancher,rancher,2019-10,176.0,,
rancher/rancher,rancher,rancher,2019-11,141.0,,
rancher/rancher,rancher,rancher,2019-12,158.0,,
rancher/rancher,rancher,rancher,2020-01,117.0,,
rancher/rancher,rancher,rancher,2020-02,164.0,,
rancher/rancher,rancher,rancher,2020-03,268.0,,
rancher/rancher,rancher,rancher,2020-04,168.0,,
rancher/rancher,rancher,rancher,2020-05,166.0,,
rancher/rancher,rancher,rancher,2020-06,143.0,,
rancher/rancher,rancher,rancher,2020-07,107.0,,
rancher/rancher,rancher,rancher,2020-08,135.0,,
rancher/rancher,rancher,rancher,2020-09,165.0,,
rancher/rancher,rancher,rancher,2020-10,233.0,,
rancher/rancher,rancher,rancher,2020-11,119.0,,
rancher/rancher,rancher,rancher,2020-12,125.0,,
rancher/rancher,rancher,rancher,2021-01,133.0,,
rancher/rancher,rancher,rancher,2021-02,160.0,,
rancher/rancher,rancher,rancher,2021-03,101.0,,
rancher/rancher,rancher,rancher,2021-04,200.0,,
rancher/rancher,rancher,rancher,2021-05,151.0,,
rancher/rancher,rancher,rancher,2021-06,147.0,,
rancher/rancher,rancher,rancher,2021-07,164.0,,
rancher/rancher,rancher,rancher,2021-08,307.0,,
rancher/rancher,rancher,rancher,2021-09,115.0,,
rancher/rancher,rancher,rancher,2021-10,19.0,,
rancher/rancher,rancher,rancher,2021-11,124.0,,
rancher/rancher,rancher,rancher,2021-12,95.0,,
rancher/rancher,rancher,rancher,2022-01,105.0,,
rancher/rancher,rancher,rancher,2022-02,91.0,,
rancher/rancher,rancher,rancher,2022-03,151.0,,
rancher/rancher,rancher,rancher,2022-04,103.0,,
rancher/rancher,rancher,rancher,2022-05,93.0,,
rancher/rancher,rancher,rancher,2022-06,89.0,,
rancher/rancher,rancher,rancher,2022-07,86.0,,
rancher/rancher,rancher,rancher,2022-08,124.0,,
rancher/rancher,rancher,rancher,2022-09,140.0,,
rancher/rancher,rancher,rancher,2022-10,77.0,,
rancher/rancher,rancher,rancher,2022-11,117.0,,
rancher/rancher,rancher,rancher,2022-12,110.0,,
rancher/rancher,rancher,rancher,2023-01,144.0,,
rancher/rancher,rancher,rancher,2023-02,121.0,,
rancher/rancher,rancher,rancher,2023-03,92.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2015-01,120.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2015-02,133.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2015-03,137.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2015-04,173.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2015-05,114.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2015-06,148.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2015-07,111.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2015-08,72.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2015-09,82.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2015-10,93.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2015-11,84.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2015-12,76.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2016-01,58.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2016-02,76.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2016-03,78.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2016-04,63.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2016-05,60.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2016-06,83.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2016-07,70.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2016-08,58.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2016-09,87.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2016-10,72.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2016-11,71.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2016-12,79.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2017-01,81.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2017-02,90.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2017-03,92.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2017-04,98.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2017-05,98.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2017-06,87.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2017-07,77.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2017-08,75.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2017-09,62.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2017-10,73.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2017-11,64.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2017-12,62.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2018-01,64.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2018-02,92.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2018-03,77.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2018-04,78.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2018-05,84.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2018-06,46.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2018-07,95.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2018-08,102.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2018-09,72.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2018-10,93.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2018-11,66.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2018-12,79.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2019-01,80.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2019-02,83.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2019-03,90.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2019-04,73.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2019-05,67.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2019-06,70.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2019-07,56.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2019-08,48.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2019-09,41.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2019-10,93.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2019-11,65.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2019-12,69.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2020-01,71.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2020-02,78.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2020-03,74.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2020-04,94.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2020-05,93.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2020-06,62.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2020-07,69.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2020-08,81.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2020-09,63.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2020-10,80.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2020-11,68.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2020-12,53.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2021-01,68.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2021-02,71.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2021-03,88.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2021-04,74.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2021-05,80.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2021-06,53.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2021-07,66.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2021-08,56.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2021-09,48.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2021-10,18.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2021-11,58.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2021-12,43.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2022-01,68.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2022-02,55.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2022-03,66.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2022-04,63.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2022-05,54.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2022-06,41.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2022-07,62.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2022-08,75.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2022-09,84.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2022-10,66.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2022-11,70.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2022-12,75.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2023-01,102.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2023-02,79.0,,
rapid7/metasploit-framework,rapid7,metasploit-framework,2023-03,69.0,,
ray-project/ray,ray-project,ray,2016-10,16.0,,
ray-project/ray,ray-project,ray,2016-11,52.0,,
ray-project/ray,ray-project,ray,2016-12,88.0,,
ray-project/ray,ray-project,ray,2017-01,51.0,,
ray-project/ray,ray-project,ray,2017-02,55.0,,
ray-project/ray,ray-project,ray,2017-03,48.0,,
ray-project/ray,ray-project,ray,2017-04,42.0,,
ray-project/ray,ray-project,ray,2017-05,68.0,,
ray-project/ray,ray-project,ray,2017-06,60.0,,
ray-project/ray,ray-project,ray,2017-07,59.0,,
ray-project/ray,ray-project,ray,2017-08,57.0,,
ray-project/ray,ray-project,ray,2017-09,67.0,,
ray-project/ray,ray-project,ray,2017-10,69.0,,
ray-project/ray,ray-project,ray,2017-11,62.0,,
ray-project/ray,ray-project,ray,2017-12,60.0,,
ray-project/ray,ray-project,ray,2018-01,68.0,,
ray-project/ray,ray-project,ray,2018-02,83.0,,
ray-project/ray,ray-project,ray,2018-03,94.0,,
ray-project/ray,ray-project,ray,2018-04,96.0,,
ray-project/ray,ray-project,ray,2018-05,117.0,,
ray-project/ray,ray-project,ray,2018-06,91.0,,
ray-project/ray,ray-project,ray,2018-07,105.0,,
ray-project/ray,ray-project,ray,2018-08,123.0,,
ray-project/ray,ray-project,ray,2018-09,89.0,,
ray-project/ray,ray-project,ray,2018-10,76.0,,
ray-project/ray,ray-project,ray,2018-11,113.0,,
ray-project/ray,ray-project,ray,2018-12,113.0,,
ray-project/ray,ray-project,ray,2019-01,113.0,,
ray-project/ray,ray-project,ray,2019-02,163.0,,
ray-project/ray,ray-project,ray,2019-03,170.0,,
ray-project/ray,ray-project,ray,2019-04,98.0,,
ray-project/ray,ray-project,ray,2019-05,103.0,,
ray-project/ray,ray-project,ray,2019-06,89.0,,
ray-project/ray,ray-project,ray,2019-07,139.0,,
ray-project/ray,ray-project,ray,2019-08,137.0,,
ray-project/ray,ray-project,ray,2019-09,116.0,,
ray-project/ray,ray-project,ray,2019-10,136.0,,
ray-project/ray,ray-project,ray,2019-11,168.0,,
ray-project/ray,ray-project,ray,2019-12,229.0,,
ray-project/ray,ray-project,ray,2020-01,207.0,,
ray-project/ray,ray-project,ray,2020-02,213.0,,
ray-project/ray,ray-project,ray,2020-03,271.0,,
ray-project/ray,ray-project,ray,2020-04,228.0,,
ray-project/ray,ray-project,ray,2020-05,241.0,,
ray-project/ray,ray-project,ray,2020-06,311.0,,
ray-project/ray,ray-project,ray,2020-07,365.0,,
ray-project/ray,ray-project,ray,2020-08,336.0,,
ray-project/ray,ray-project,ray,2020-09,396.0,,
ray-project/ray,ray-project,ray,2020-10,274.0,,
ray-project/ray,ray-project,ray,2020-11,357.0,,
ray-project/ray,ray-project,ray,2020-12,356.0,,
ray-project/ray,ray-project,ray,2021-01,352.0,,
ray-project/ray,ray-project,ray,2021-02,318.0,,
ray-project/ray,ray-project,ray,2021-03,340.0,,
ray-project/ray,ray-project,ray,2021-04,291.0,,
ray-project/ray,ray-project,ray,2021-05,323.0,,
ray-project/ray,ray-project,ray,2021-06,396.0,,
ray-project/ray,ray-project,ray,2021-07,419.0,,
ray-project/ray,ray-project,ray,2021-08,435.0,,
ray-project/ray,ray-project,ray,2021-09,467.0,,
ray-project/ray,ray-project,ray,2021-10,101.0,,
ray-project/ray,ray-project,ray,2021-11,550.0,,
ray-project/ray,ray-project,ray,2021-12,290.0,,
ray-project/ray,ray-project,ray,2022-01,413.0,,
ray-project/ray,ray-project,ray,2022-02,415.0,,
ray-project/ray,ray-project,ray,2022-03,550.0,,
ray-project/ray,ray-project,ray,2022-04,431.0,,
ray-project/ray,ray-project,ray,2022-05,571.0,,
ray-project/ray,ray-project,ray,2022-06,537.0,,
ray-project/ray,ray-project,ray,2022-07,683.0,,
ray-project/ray,ray-project,ray,2022-08,576.0,,
ray-project/ray,ray-project,ray,2022-09,399.0,,
ray-project/ray,ray-project,ray,2022-10,538.0,,
ray-project/ray,ray-project,ray,2022-11,551.0,,
ray-project/ray,ray-project,ray,2022-12,315.0,,
ray-project/ray,ray-project,ray,2023-01,448.0,,
ray-project/ray,ray-project,ray,2023-02,461.0,,
ray-project/ray,ray-project,ray,2023-03,634.0,,
raycast/extensions,raycast,extensions,2021-10,55.0,,
raycast/extensions,raycast,extensions,2021-11,124.0,,
raycast/extensions,raycast,extensions,2021-12,83.0,,
raycast/extensions,raycast,extensions,2022-01,135.0,,
raycast/extensions,raycast,extensions,2022-02,128.0,,
raycast/extensions,raycast,extensions,2022-03,168.0,,
raycast/extensions,raycast,extensions,2022-04,195.0,,
raycast/extensions,raycast,extensions,2022-05,190.0,,
raycast/extensions,raycast,extensions,2022-06,174.0,,
raycast/extensions,raycast,extensions,2022-07,174.0,,
raycast/extensions,raycast,extensions,2022-08,182.0,,
raycast/extensions,raycast,extensions,2022-09,175.0,,
raycast/extensions,raycast,extensions,2022-10,154.0,,
raycast/extensions,raycast,extensions,2022-11,203.0,,
raycast/extensions,raycast,extensions,2022-12,205.0,,
raycast/extensions,raycast,extensions,2023-01,182.0,,
raycast/extensions,raycast,extensions,2023-02,250.0,,
raycast/extensions,raycast,extensions,2023-03,284.0,,
redis/redis,redis,redis,2015-01,39.0,,
redis/redis,redis,redis,2015-02,38.0,,
redis/redis,redis,redis,2015-03,27.0,,
redis/redis,redis,redis,2015-04,31.0,,
redis/redis,redis,redis,2015-05,18.0,,
redis/redis,redis,redis,2015-06,13.0,,
redis/redis,redis,redis,2015-07,18.0,,
redis/redis,redis,redis,2015-08,18.0,,
redis/redis,redis,redis,2015-09,13.0,,
redis/redis,redis,redis,2015-10,22.0,,
redis/redis,redis,redis,2015-11,17.0,,
redis/redis,redis,redis,2015-12,39.0,,
redis/redis,redis,redis,2016-01,19.0,,
redis/redis,redis,redis,2016-02,26.0,,
redis/redis,redis,redis,2016-03,9.0,,
redis/redis,redis,redis,2016-04,12.0,,
redis/redis,redis,redis,2016-05,42.0,,
redis/redis,redis,redis,2016-06,33.0,,
redis/redis,redis,redis,2016-07,22.0,,
redis/redis,redis,redis,2016-08,23.0,,
redis/redis,redis,redis,2016-09,19.0,,
redis/redis,redis,redis,2016-10,22.0,,
redis/redis,redis,redis,2016-11,22.0,,
redis/redis,redis,redis,2016-12,31.0,,
redis/redis,redis,redis,2017-01,26.0,,
redis/redis,redis,redis,2017-02,19.0,,
redis/redis,redis,redis,2017-03,20.0,,
redis/redis,redis,redis,2017-04,21.0,,
redis/redis,redis,redis,2017-05,18.0,,
redis/redis,redis,redis,2017-06,22.0,,
redis/redis,redis,redis,2017-07,32.0,,
redis/redis,redis,redis,2017-08,42.0,,
redis/redis,redis,redis,2017-09,28.0,,
redis/redis,redis,redis,2017-10,23.0,,
redis/redis,redis,redis,2017-11,34.0,,
redis/redis,redis,redis,2017-12,27.0,,
redis/redis,redis,redis,2018-01,29.0,,
redis/redis,redis,redis,2018-02,28.0,,
redis/redis,redis,redis,2018-03,34.0,,
redis/redis,redis,redis,2018-04,30.0,,
redis/redis,redis,redis,2018-05,34.0,,
redis/redis,redis,redis,2018-06,58.0,,
redis/redis,redis,redis,2018-07,59.0,,
redis/redis,redis,redis,2018-08,51.0,,
redis/redis,redis,redis,2018-09,43.0,,
redis/redis,redis,redis,2018-10,38.0,,
redis/redis,redis,redis,2018-11,49.0,,
redis/redis,redis,redis,2018-12,31.0,,
redis/redis,redis,redis,2019-01,32.0,,
redis/redis,redis,redis,2019-02,28.0,,
redis/redis,redis,redis,2019-03,50.0,,
redis/redis,redis,redis,2019-04,32.0,,
redis/redis,redis,redis,2019-05,40.0,,
redis/redis,redis,redis,2019-06,20.0,,
redis/redis,redis,redis,2019-07,35.0,,
redis/redis,redis,redis,2019-08,26.0,,
redis/redis,redis,redis,2019-09,22.0,,
redis/redis,redis,redis,2019-10,61.0,,
redis/redis,redis,redis,2019-11,57.0,,
redis/redis,redis,redis,2019-12,51.0,,
redis/redis,redis,redis,2020-01,43.0,,
redis/redis,redis,redis,2020-02,83.0,,
redis/redis,redis,redis,2020-03,44.0,,
redis/redis,redis,redis,2020-04,50.0,,
redis/redis,redis,redis,2020-05,89.0,,
redis/redis,redis,redis,2020-06,46.0,,
redis/redis,redis,redis,2020-07,94.0,,
redis/redis,redis,redis,2020-08,67.0,,
redis/redis,redis,redis,2020-09,87.0,,
redis/redis,redis,redis,2020-10,84.0,,
redis/redis,redis,redis,2020-11,74.0,,
redis/redis,redis,redis,2020-12,101.0,,
redis/redis,redis,redis,2021-01,99.0,,
redis/redis,redis,redis,2021-02,91.0,,
redis/redis,redis,redis,2021-03,109.0,,
redis/redis,redis,redis,2021-04,109.0,,
redis/redis,redis,redis,2021-05,85.0,,
redis/redis,redis,redis,2021-06,110.0,,
redis/redis,redis,redis,2021-07,68.0,,
redis/redis,redis,redis,2021-08,75.0,,
redis/redis,redis,redis,2021-09,70.0,,
redis/redis,redis,redis,2021-10,42.0,,
redis/redis,redis,redis,2021-11,98.0,,
redis/redis,redis,redis,2021-12,97.0,,
redis/redis,redis,redis,2022-01,121.0,,
redis/redis,redis,redis,2022-02,88.0,,
redis/redis,redis,redis,2022-03,74.0,,
redis/redis,redis,redis,2022-04,92.0,,
redis/redis,redis,redis,2022-05,68.0,,
redis/redis,redis,redis,2022-06,51.0,,
redis/redis,redis,redis,2022-07,69.0,,
redis/redis,redis,redis,2022-08,80.0,,
redis/redis,redis,redis,2022-09,64.0,,
redis/redis,redis,redis,2022-10,55.0,,
redis/redis,redis,redis,2022-11,58.0,,
redis/redis,redis,redis,2022-12,47.0,,
redis/redis,redis,redis,2023-01,46.0,,
redis/redis,redis,redis,2023-02,53.0,,
redis/redis,redis,redis,2023-03,56.0,,
remix-run/remix,remix-run,remix,2021-11,246.0,,
remix-run/remix,remix-run,remix,2021-12,256.0,,
remix-run/remix,remix-run,remix,2022-01,231.0,,
remix-run/remix,remix-run,remix,2022-02,198.0,,
remix-run/remix,remix-run,remix,2022-03,209.0,,
remix-run/remix,remix-run,remix,2022-04,171.0,,
remix-run/remix,remix-run,remix,2022-05,144.0,,
remix-run/remix,remix-run,remix,2022-06,121.0,,
remix-run/remix,remix-run,remix,2022-07,106.0,,
remix-run/remix,remix-run,remix,2022-08,92.0,,
remix-run/remix,remix-run,remix,2022-09,81.0,,
remix-run/remix,remix-run,remix,2022-10,43.0,,
remix-run/remix,remix-run,remix,2022-11,84.0,,
remix-run/remix,remix-run,remix,2022-12,115.0,,
remix-run/remix,remix-run,remix,2023-01,125.0,,
remix-run/remix,remix-run,remix,2023-02,92.0,,
remix-run/remix,remix-run,remix,2023-03,164.0,,
renovatebot/renovate,renovatebot,renovate,2017-01,26.0,,
renovatebot/renovate,renovatebot,renovate,2017-02,28.0,,
renovatebot/renovate,renovatebot,renovate,2017-03,22.0,,
renovatebot/renovate,renovatebot,renovate,2017-04,38.0,,
renovatebot/renovate,renovatebot,renovate,2017-05,20.0,,
renovatebot/renovate,renovatebot,renovate,2017-06,118.0,,
renovatebot/renovate,renovatebot,renovate,2017-07,73.0,,
renovatebot/renovate,renovatebot,renovate,2017-08,132.0,,
renovatebot/renovate,renovatebot,renovate,2017-09,63.0,,
renovatebot/renovate,renovatebot,renovate,2017-10,135.0,,
renovatebot/renovate,renovatebot,renovate,2017-11,153.0,,
renovatebot/renovate,renovatebot,renovate,2017-12,42.0,,
renovatebot/renovate,renovatebot,renovate,2018-01,57.0,,
renovatebot/renovate,renovatebot,renovate,2018-02,60.0,,
renovatebot/renovate,renovatebot,renovate,2018-03,96.0,,
renovatebot/renovate,renovatebot,renovate,2018-04,69.0,,
renovatebot/renovate,renovatebot,renovate,2018-05,75.0,,
renovatebot/renovate,renovatebot,renovate,2018-06,65.0,,
renovatebot/renovate,renovatebot,renovate,2018-07,62.0,,
renovatebot/renovate,renovatebot,renovate,2018-08,71.0,,
renovatebot/renovate,renovatebot,renovate,2018-09,62.0,,
renovatebot/renovate,renovatebot,renovate,2018-10,53.0,,
renovatebot/renovate,renovatebot,renovate,2018-11,73.0,,
renovatebot/renovate,renovatebot,renovate,2018-12,63.0,,
renovatebot/renovate,renovatebot,renovate,2019-01,53.0,,
renovatebot/renovate,renovatebot,renovate,2019-02,71.0,,
renovatebot/renovate,renovatebot,renovate,2019-03,96.0,,
renovatebot/renovate,renovatebot,renovate,2019-04,79.0,,
renovatebot/renovate,renovatebot,renovate,2019-05,158.0,,
renovatebot/renovate,renovatebot,renovate,2019-06,72.0,,
renovatebot/renovate,renovatebot,renovate,2019-07,161.0,,
renovatebot/renovate,renovatebot,renovate,2019-08,121.0,,
renovatebot/renovate,renovatebot,renovate,2019-09,100.0,,
renovatebot/renovate,renovatebot,renovate,2019-10,120.0,,
renovatebot/renovate,renovatebot,renovate,2019-11,87.0,,
renovatebot/renovate,renovatebot,renovate,2019-12,106.0,,
renovatebot/renovate,renovatebot,renovate,2020-01,133.0,,
renovatebot/renovate,renovatebot,renovate,2020-02,224.0,,
renovatebot/renovate,renovatebot,renovate,2020-03,160.0,,
renovatebot/renovate,renovatebot,renovate,2020-04,165.0,,
renovatebot/renovate,renovatebot,renovate,2020-05,171.0,,
renovatebot/renovate,renovatebot,renovate,2020-06,139.0,,
renovatebot/renovate,renovatebot,renovate,2020-07,162.0,,
renovatebot/renovate,renovatebot,renovate,2020-08,165.0,,
renovatebot/renovate,renovatebot,renovate,2020-09,146.0,,
renovatebot/renovate,renovatebot,renovate,2020-10,146.0,,
renovatebot/renovate,renovatebot,renovate,2020-11,134.0,,
renovatebot/renovate,renovatebot,renovate,2020-12,153.0,,
renovatebot/renovate,renovatebot,renovate,2021-01,119.0,,
renovatebot/renovate,renovatebot,renovate,2021-02,173.0,,
renovatebot/renovate,renovatebot,renovate,2021-03,192.0,,
renovatebot/renovate,renovatebot,renovate,2021-04,190.0,,
renovatebot/renovate,renovatebot,renovate,2021-05,191.0,,
renovatebot/renovate,renovatebot,renovate,2021-06,175.0,,
renovatebot/renovate,renovatebot,renovate,2021-07,153.0,,
renovatebot/renovate,renovatebot,renovate,2021-08,198.0,,
renovatebot/renovate,renovatebot,renovate,2021-09,204.0,,
renovatebot/renovate,renovatebot,renovate,2021-10,40.0,,
renovatebot/renovate,renovatebot,renovate,2021-11,251.0,,
renovatebot/renovate,renovatebot,renovate,2021-12,237.0,,
renovatebot/renovate,renovatebot,renovate,2022-01,276.0,,
renovatebot/renovate,renovatebot,renovate,2022-02,234.0,,
renovatebot/renovate,renovatebot,renovate,2022-03,207.0,,
renovatebot/renovate,renovatebot,renovate,2022-04,244.0,,
renovatebot/renovate,renovatebot,renovate,2022-05,195.0,,
renovatebot/renovate,renovatebot,renovate,2022-06,243.0,,
renovatebot/renovate,renovatebot,renovate,2022-07,238.0,,
renovatebot/renovate,renovatebot,renovate,2022-08,318.0,,
renovatebot/renovate,renovatebot,renovate,2022-09,203.0,,
renovatebot/renovate,renovatebot,renovate,2022-10,263.0,,
renovatebot/renovate,renovatebot,renovate,2022-11,221.0,,
renovatebot/renovate,renovatebot,renovate,2022-12,174.0,,
renovatebot/renovate,renovatebot,renovate,2023-01,238.0,,
renovatebot/renovate,renovatebot,renovate,2023-02,233.0,,
